frame,kind,id,x,y,w,h
69,FP,37,593.0,289.0,324.0,783.0
70,FN,1,198.0,546.7,238.5,293.4
70,FN,3,485.0,467.6,306.1,349.5
70,FN,5,1190.4,601.5,309.9,452.8
70,FN,6,481.2,130.1,228.3,280.6
70,FN,4,620.2,303.6,267.9,450.3
70,FN,2,365.1,829.1,390.3,239.8
70,FP,127,471.0,440.0,353.0,640.0
70,FP,95,486.0,103.0,93.0,565.0
70,FP,2,579.0,103.0,65.0,565.0
70,FP,1,644.0,103.0,80.0,565.0
70,FP,37,595.0,288.0,323.0,786.0
71,FN,1,198.0,546.7,238.5,293.4
71,FN,3,485.0,467.6,306.1,349.5
71,FN,5,1190.4,601.5,309.9,452.8
71,FN,6,481.2,130.1,228.3,280.6
71,FN,4,620.2,303.6,267.9,450.3
71,FN,2,365.1,829.1,390.3,239.8
71,FP,127,494.0,440.0,326.0,640.0
71,FP,95,476.0,101.0,101.0,557.0
71,FP,2,577.0,101.0,69.0,557.0
71,FP,1,646.0,101.0,80.0,557.0
71,FP,37,592.0,289.0,327.0,790.0
71,FP,13,466.0,441.0,43.0,639.0
72,FN,1,198.0,546.7,238.5,293.4
72,FN,3,485.0,467.6,306.1,349.5
72,FN,5,1190.4,601.5,309.9,452.8
72,FN,6,481.2,130.1,228.3,280.6
72,FN,4,620.2,303.6,267.9,450.3
72,FN,2,365.1,829.1,390.3,239.8
72,FP,127,471.0,435.0,342.0,645.0
72,FP,95,474.0,101.0,99.0,529.0
72,FP,2,573.0,101.0,74.0,529.0
72,FP,1,647.0,101.0,79.0,528.0
72,FP,37,592.0,288.0,332.0,791.0
73,FN,1,198.0,546.7,238.5,293.4
73,FN,3,485.0,467.6,306.1,349.5
73,FN,5,1190.4,601.5,309.9,452.8
73,FN,6,481.2,130.1,228.3,280.6
73,FN,4,620.2,303.6,267.9,450.3
73,FN,2,365.1,829.1,390.3,239.8
73,FP,127,456.0,430.0,363.0,650.0
73,FP,95,475.0,101.0,95.0,530.0
73,FP,2,570.0,101.0,77.0,530.0
73,FP,1,647.0,101.0,81.0,529.0
73,FP,37,609.0,287.0,316.0,793.0
74,FN,1,198.0,546.7,238.5,293.4
74,FN,3,485.0,467.6,306.1,349.5
74,FN,5,1190.4,601.5,309.9,452.8
74,FN,6,481.2,130.1,228.3,280.6
74,FN,4,620.2,303.6,267.9,450.3
74,FN,2,365.1,829.1,390.3,239.8
74,FP,127,450.0,442.0,379.0,638.0
74,FP,95,492.0,101.0,76.0,527.0
74,FP,2,568.0,101.0,79.0,527.0
74,FP,1,647.0,101.0,78.0,527.0
74,FP,37,609.0,286.0,317.0,794.0
75,FN,1,198.0,546.7,238.5,293.4
75,FN,3,485.0,467.6,306.1,349.5
75,FN,5,1190.4,601.5,309.9,452.8
75,FN,6,481.2,130.1,228.3,280.6
75,FN,4,620.2,303.6,267.9,450.3
75,FN,2,365.1,829.1,390.3,239.8
75,FP,127,444.0,448.0,382.0,631.0
75,FP,95,504.0,105.0,62.0,542.0
75,FP,2,566.0,105.0,81.0,542.0
75,FP,1,647.0,105.0,75.0,542.0
75,FP,37,633.0,286.0,292.0,793.0
76,FN,1,198.0,546.7,238.5,293.4
76,FN,3,485.0,467.6,306.1,349.5
76,FN,5,1190.4,601.5,309.9,452.8
76,FN,6,481.2,130.1,228.3,280.6
76,FN,4,620.2,303.6,267.9,450.3
76,FN,2,365.1,829.1,390.3,239.8
76,FP,127,438.0,453.0,385.0,626.0
76,FP,95,505.0,108.0,58.0,548.0
76,FP,2,563.0,108.0,84.0,548.0
76,FP,1,647.0,108.0,73.0,548.0
76,FP,37,629.0,286.0,295.0,792.0
77,FN,1,198.0,546.7,238.5,293.4
77,FN,3,485.0,467.6,306.1,349.5
77,FN,5,1190.4,601.5,309.9,452.8
77,FN,6,481.2,130.1,228.3,280.6
77,FN,4,620.2,303.6,267.9,450.3
77,FN,2,365.1,829.1,390.3,239.8
77,FP,127,434.0,439.0,386.0,640.0
77,FP,95,513.0,110.0,45.0,556.0
77,FP,2,559.0,110.0,86.0,556.0
77,FP,1,645.0,110.0,75.0,556.0
77,FP,37,633.0,286.0,290.0,793.0
78,FN,1,198.0,546.7,238.5,293.4
78,FN,3,485.0,467.6,306.1,349.5
78,FN,5,1190.4,601.5,309.9,452.8
78,FN,6,481.2,130.1,228.3,280.6
78,FN,4,620.2,303.6,267.9,450.3
78,FN,2,365.1,829.1,390.3,239.8
78,FP,127,434.0,429.0,385.0,650.0
78,FP,95,517.0,112.0,36.0,569.0
78,FP,2,554.0,112.0,87.0,569.0
78,FP,1,641.0,112.0,81.0,569.0
78,FP,37,637.0,286.0,287.0,793.0
79,FN,1,198.0,546.7,238.5,293.4
79,FN,3,485.0,467.6,306.1,349.5
79,FN,5,1190.4,601.5,309.9,452.8
79,FN,6,481.2,130.1,228.3,280.6
79,FN,4,620.2,303.6,267.9,450.3
79,FN,2,365.1,829.1,390.3,239.8
79,FP,127,436.0,428.0,385.0,651.0
79,FP,2,530.0,113.0,109.0,582.0
79,FP,1,639.0,113.0,86.0,582.0
79,FP,37,633.0,286.0,289.0,794.0
80,FN,1,198.0,546.7,238.5,293.4
80,FN,3,485.0,467.6,306.1,349.5
80,FN,5,1190.4,601.5,309.9,452.8
80,FN,6,481.2,130.1,228.3,280.6
80,FN,2,365.1,829.1,390.3,239.8
80,FP,127,437.0,428.0,387.0,651.0
80,FP,2,521.0,114.0,119.0,592.0
80,FP,1,639.0,114.0,87.0,592.0
81,FN,1,198.0,546.7,238.5,293.4
81,FN,3,485.0,467.6,306.1,349.5
81,FN,5,1190.4,601.5,309.9,452.8
81,FN,6,481.2,130.1,228.3,280.6
81,FN,2,365.1,829.1,390.3,239.8
81,FP,127,437.0,429.0,393.0,650.0
81,FP,2,540.0,111.0,100.0,586.0
81,FP,1,639.0,111.0,86.0,586.0
81,FP,95,515.0,111.0,39.0,578.0
82,FN,1,198.0,546.7,238.5,293.4
82,FN,3,485.0,467.6,306.1,349.5
82,FN,5,1190.4,601.5,309.9,452.8
82,FN,6,481.2,130.1,228.3,280.6
82,FN,2,365.1,829.1,390.3,239.8
82,FP,127,439.0,430.0,386.0,649.0
82,FP,2,548.0,107.0,90.0,587.0
82,FP,1,638.0,107.0,87.0,587.0
82,FP,95,513.0,107.0,41.0,583.0
83,FN,1,198.0,546.7,238.5,293.4
83,FN,3,485.0,467.6,306.1,349.5
83,FN,5,1190.4,601.5,309.9,452.8
83,FN,6,481.2,130.1,228.3,280.6
83,FN,2,365.1,829.1,390.3,239.8
83,FP,127,440.0,433.0,379.0,646.0
83,FP,2,552.0,102.0,87.0,556.0
83,FP,1,639.0,102.0,87.0,556.0
83,FP,95,513.0,102.0,42.0,554.0
84,FN,1,198.0,546.7,238.5,293.4
84,FN,3,485.0,467.6,306.1,349.5
84,FN,5,1190.4,601.5,309.9,452.8
84,FN,6,481.2,130.1,228.3,280.6
84,FN,2,365.1,829.1,390.3,239.8
84,FP,127,441.0,427.0,375.0,652.0
84,FP,2,555.0,100.0,84.0,513.0
84,FP,1,639.0,100.0,88.0,512.0
84,FP,95,512.0,101.0,44.0,510.0
85,FN,1,198.0,546.7,238.5,293.4
85,FN,3,485.0,467.6,306.1,349.5
85,FN,5,1190.4,601.5,309.9,452.8
85,FN,6,481.2,130.1,228.3,280.6
85,FN,2,365.1,829.1,390.3,239.8
85,FP,127,441.0,427.0,378.0,652.0
85,FP,2,555.0,98.0,83.0,564.0
85,FP,1,638.0,98.0,86.0,564.0
85,FP,95,514.0,99.0,42.0,562.0
86,FN,1,198.0,546.7,238.5,293.4
86,FN,3,485.0,467.6,306.1,349.5
86,FN,5,1190.4,601.5,309.9,452.8
86,FN,6,481.2,130.1,228.3,280.6
86,FN,4,620.2,303.6,267.9,450.3
86,FN,2,365.1,829.1,390.3,239.8
86,FP,127,441.0,423.0,375.0,656.0
86,FP,2,553.0,98.0,83.0,547.0
86,FP,1,636.0,98.0,94.0,547.0
86,FP,37,593.0,295.0,313.0,774.0
86,FP,95,520.0,98.0,34.0,547.0
87,FN,1,198.0,546.7,238.5,293.4
87,FN,3,485.0,467.6,306.1,349.5
87,FN,5,1190.4,601.5,309.9,452.8
87,FN,6,481.2,130.1,228.3,280.6
87,FN,4,620.2,303.6,267.9,450.3
87,FN,2,365.1,829.1,390.3,239.8
87,FP,127,442.0,421.0,372.0,658.0
87,FP,2,550.0,100.0,82.0,533.0
87,FP,1,632.0,100.0,98.0,533.0
87,FP,37,588.0,295.0,318.0,775.0
87,FP,95,516.0,101.0,34.0,532.0
88,FN,1,198.0,546.7,238.5,293.4
88,FN,3,485.0,467.6,306.1,349.5
88,FN,5,1190.4,601.5,309.9,452.8
88,FN,6,481.2,130.1,228.3,280.6
88,FN,2,365.1,829.1,390.3,239.8
88,FP,127,442.0,425.0,375.0,654.0
88,FP,2,546.0,104.0,82.0,539.0
88,FP,1,628.0,104.0,86.0,539.0
89,FN,1,198.0,546.7,238.5,293.4
89,FN,3,485.0,467.6,306.1,349.5
89,FN,5,1190.4,601.5,309.9,452.8
89,FN,6,481.2,130.1,228.3,280.6
89,FN,2,365.1,829.1,390.3,239.8
89,FP,127,442.0,422.0,374.0,657.0
89,FP,2,541.0,106.0,121.0,533.0
90,FN,1,198.0,546.7,238.5,293.4
90,FN,3,485.0,467.6,306.1,349.5
90,FN,5,1190.4,601.5,309.9,452.8
90,FN,6,481.2,130.1,228.3,280.6
90,FN,2,365.1,829.1,390.3,239.8
90,FP,127,475.0,424.0,346.0,655.0
90,FP,2,535.0,107.0,120.0,477.0
90,FP,95,493.0,105.0,41.0,463.0
91,FN,1,198.0,546.7,238.5,293.4
91,FN,3,485.0,467.6,306.1,349.5
91,FN,5,1190.4,601.5,309.9,452.8
91,FN,4,620.2,303.6,267.9,450.3
91,FN,2,365.1,829.1,390.3,239.8
91,FN,6,435.3,109.7,206.6,306.1
91,FP,127,488.0,426.0,336.0,653.0
91,FP,2,524.0,113.0,123.0,503.0
91,FP,37,594.0,289.0,315.0,784.0
91,FP,13,440.0,427.0,53.0,652.0
92,FN,1,198.0,546.7,238.5,293.4
92,FN,3,485.0,467.6,306.1,349.5
92,FN,5,1190.4,601.5,309.9,452.8
92,FN,4,620.2,303.6,267.9,450.3
92,FN,2,365.1,829.1,390.3,239.8
92,FN,6,435.3,109.7,206.6,306.1
92,FP,127,459.0,426.0,370.0,653.0
92,FP,2,512.0,116.0,116.0,499.0
92,FP,37,597.0,290.0,311.0,783.0
93,FN,1,198.0,546.7,238.5,293.4
93,FN,3,485.0,467.6,306.1,349.5
93,FN,5,1190.4,601.5,309.9,452.8
93,FN,2,365.1,829.1,390.3,239.8
93,FN,6,435.3,109.7,206.6,306.1
93,FP,127,448.0,427.0,383.0,653.0
93,FP,2,510.0,138.0,85.0,459.0
94,FN,1,198.0,546.7,238.5,293.4
94,FN,3,485.0,467.6,306.1,349.5
94,FN,5,1190.4,601.5,309.9,452.8
94,FN,2,365.1,829.1,390.3,239.8
94,FN,6,354.9,103.3,230.9,297.2
94,FP,127,446.0,426.0,382.0,654.0
94,FP,2,500.0,144.0,66.0,440.0
95,FN,1,198.0,546.7,238.5,293.4
95,FN,3,485.0,467.6,306.1,349.5
95,FN,5,1190.4,601.5,309.9,452.8
95,FN,2,365.1,829.1,390.3,239.8
95,FN,6,354.9,103.3,230.9,297.2
95,FP,127,446.0,426.0,383.0,654.0
95,FP,2,489.0,152.0,56.0,424.0
95,FP,1,383.0,152.0,58.0,423.0
96,FN,1,198.0,546.7,238.5,293.4
96,FN,3,485.0,467.6,306.1,349.5
96,FN,5,1190.4,601.5,309.9,452.8
96,FN,4,620.2,303.6,267.9,450.3
96,FN,2,365.1,829.1,390.3,239.8
96,FN,6,354.9,103.3,230.9,297.2
96,FP,127,445.0,424.0,384.0,656.0
96,FP,2,477.0,152.0,54.0,423.0
96,FP,37,596.0,291.0,309.0,783.0
96,FP,1,359.0,151.0,61.0,426.0
96,FP,159,419.0,151.0,58.0,425.0
97,FN,1,198.0,546.7,238.5,293.4
97,FN,3,485.0,467.6,306.1,349.5
97,FN,5,1190.4,601.5,309.9,452.8
97,FN,4,620.2,303.6,267.9,450.3
97,FN,2,365.1,829.1,390.3,239.8
97,FN,6,354.9,103.3,230.9,297.2
97,FP,127,444.0,425.0,384.0,655.0
97,FP,37,594.0,292.0,312.0,782.0
98,FN,1,198.0,546.7,238.5,293.4
98,FN,3,485.0,467.6,306.1,349.5
98,FN,5,1190.4,601.5,309.9,452.8
98,FN,4,620.2,303.6,267.9,450.3
98,FN,2,365.1,829.1,390.3,239.8
98,FN,6,297.5,118.6,241.1,301.0
98,FP,127,444.0,423.0,390.0,657.0
98,FP,37,597.0,289.0,314.0,789.0
99,FN,1,198.0,546.7,238.5,293.4
99,FN,3,485.0,467.6,306.1,349.5
99,FN,5,1190.4,601.5,309.9,452.8
99,FN,4,620.2,303.6,267.9,450.3
99,FN,2,365.1,829.1,390.3,239.8
99,FN,6,297.5,118.6,241.1,301.0
99,FP,127,444.0,425.0,395.0,655.0
99,FP,37,600.0,287.0,318.0,792.0
100,FN,1,198.0,546.7,238.5,293.4
100,FN,3,485.0,467.6,306.1,349.5
100,FN,5,1190.4,601.5,309.9,452.8
100,FN,4,620.2,303.6,267.9,450.3
100,FN,2,365.1,829.1,390.3,239.8
100,FN,6,297.5,118.6,241.1,301.0
100,FP,127,445.0,428.0,392.0,652.0
100,FP,37,599.0,289.0,318.0,791.0
